purchase_date,Day_name,Month_name,day_of_month,day_classifiction,time_buckets,Number_of_sales,number_of_products,number_of_stores,revenue_per_day,spend_bucket,store_location,product_category,product_detail
2023-06-16,Fri,Jun,16,Weekday,01. Morning,1,1,1,8.95,01. Low Spend,Astoria,Loose Tea,Traditional Blend Chai
2023-06-16,Fri,Jun,16,Weekday,01. Morning,6,1,1,19.5,01. Low Spend,Lower Manhattan,Bakery,Hazelnut Biscotti
2023-06-16,Fri,Jun,16,Weekday,01. Morning,10,1,1,39.599999999999994,01. Low Spend,Astoria,Coffee,Brazilian Sm
2023-06-16,Fri,Jun,16,Weekday,01. Morning,2,1,1,4,01. Low Spend,Hell's Kitchen,Coffee,Our Old Time Diner Blend Sm
2023-06-16,Fri,Jun,16,Weekday,01. Morning,4,1,1,14.7,01. Low Spend,Astoria,Coffee,Jamaican Coffee River Sm
2023-06-16,Fri,Jun,16,Weekday,01. Morning,6,1,1,30,01. Low Spend,Astoria,Coffee,Our Old Time Diner Blend Lg
2023-06-16,Fri,Jun,16,Weekday,01. Morning,1,1,1,9.5,01. Low Spend,Astoria,Loose Tea,Morning Sunrise Chai
2023-06-16,Fri,Jun,16,Weekday,01. Morning,9,1,1,61.75,02. Med Spend,Astoria,Drinking Chocolate,Sustainably Grown Organic Lg
2023-06-16,Fri,Jun,16,Weekday,01. Morning,2,1,1,9,01. Low Spend,Lower Manhattan,Coffee,Our Old Time Diner Blend Lg
2023-06-16,Fri,Jun,16,Weekday,01. Morning,4,1,1,15,01. Low Spend,Astoria,Tea,Traditional Blend Chai Lg
2023-06-16,Fri,Jun,16,Weekday,01. Morning,1,1,1,3.5,01. Low Spend,Astoria,Bakery,Chocolate Chip Biscotti
2023-06-16,Fri,Jun,16,Weekday,01. Morning,5,1,1,24,01. Low Spend,Lower Manhattan,Coffee,Ouro Brasileiro shot
2023-06-16,Fri,Jun,16,Weekday,01. Morning,5,1,1,29.75,01. Low Spend,Hell's Kitchen,Coffee,Cappuccino Lg
2023-06-16,Fri,Jun,16,Weekday,01. Morning,3,1,1,4,01. Low Spend,Hell's Kitchen,Flavours,Hazelnut syrup
2023-06-16,Fri,Jun,16,Weekday,01. Morning,4,1,1,21,01. Low Spend,Astoria,Coffee,Columbian Medium Roast Lg
2023-06-16,Fri,Jun,16,Weekday,01. Morning,6,1,1,27.5,01. Low Spend,Hell's Kitchen,Tea,Peppermint Rg
2023-06-16,Fri,Jun,16,Weekday,01. Morning,5,1,1,20.400000000000002,01. Low Spend,Lower Manhattan,Tea,Spicy Eye Opener Chai Rg
2023-06-16,Fri,Jun,16,Weekday,01. Morning,6,1,1,24,01. Low Spend,Lower Manhattan,Tea,Serenity Green Tea Lg
2023-06-16,Fri,Jun,16,Weekday,01. Morning,3,1,1,12,01. Low Spend,Lower Manhattan,Coffee,Columbian Medium Roast Lg
2023-06-16,Fri,Jun,16,Weekday,01. Morning,2,1,1,17.9,01. Low Spend,Astoria,Loose Tea,English Breakfast
2023-06-16,Fri,Jun,16,Weekday,01. Morning,9,1,1,30,01. Low Spend,Astoria,Coffee,Our Old Time Diner Blend Rg
2023-06-16,Fri,Jun,16,Weekday,01. Morning,6,1,1,19.5,01. Low Spend,Astoria,Bakery,Hazelnut Biscotti
2023-06-16,Fri,Jun,16,Weekday,01. Morning,5,1,1,16.25,01. Low Spend,Lower Manhattan,Bakery,Cranberry Scone
2023-06-16,Fri,Jun,16,Weekday,01. Morning,4,1,1,17.5,01. Low Spend,Lower Manhattan,Tea,Morning Sunrise Chai Rg
2023-06-16,Fri,Jun,16,Weekday,01. Morning,6,1,1,22.5,01. Low Spend,Astoria,Tea,Morning Sunrise Chai Rg
2023-06-16,Fri,Jun,16,Weekday,01. Morning,2,1,1,42,01. Low Spend,Hell's Kitchen,Coffee beans,Ethiopia
2023-06-16,Fri,Jun,16,Weekday,01. Morning,2,1,1,7,01. Low Spend,Lower Manhattan,Bakery,Croissant
2023-06-16,Fri,Jun,16,Weekday,01. Morning,1,1,1,3.5,01. Low Spend,Lower Manhattan,Bakery,Chocolate Chip Biscotti
2023-06-16,Fri,Jun,16,Weekday,01. Morning,1,1,1,13.33,01. Low Spend,Lower Manhattan,Packaged Chocolate,Chili Mayan
2023-06-16,Fri,Jun,16,Weekday,01. Morning,7,1,1,24.5,01. Low Spend,Astoria,Bakery,Ginger Biscotti
2023-06-16,Fri,Jun,16,Weekday,01. Morning,5,1,1,5.6,01. Low Spend,Lower Manhattan,Flavours,Carmel syrup
2023-06-16,Fri,Jun,16,Weekday,01. Morning,3,1,1,9.75,01. Low Spend,Astoria,Bakery,Ginger Scone
2023-06-16,Fri,Jun,16,Weekday,01. Morning,2,1,1,29.5,01. Low Spend,Lower Manhattan,Coffee beans,Espresso Roast
2023-06-16,Fri,Jun,16,Weekday,01. Morning,3,1,1,15,01. Low Spend,Astoria,Coffee,Cappuccino
2023-06-16,Fri,Jun,16,Weekday,01. Morning,2,1,1,7.5,01. Low Spend,Lower Manhattan,Tea,Serenity Green Tea Rg
2023-06-16,Fri,Jun,16,Weekday,01. Morning,3,1,1,10.5,01. Low Spend,Hell's Kitchen,Bakery,Ginger Biscotti
2023-06-16,Fri,Jun,16,Weekday,01. Morning,1,1,1,8.95,01. Low Spend,Lower Manhattan,Loose Tea,Lemon Grass
2023-06-16,Fri,Jun,16,Weekday,01. Morning,6,1,1,24,01. Low Spend,Hell's Kitchen,Tea,English Breakfast Lg
2023-06-16,Fri,Jun,16,Weekday,01. Morning,3,1,1,11.25,01. Low Spend,Lower Manhattan,Bakery,Jumbo Savory Scone
2023-06-16,Fri,Jun,16,Weekday,01. Morning,2,1,1,7.5,01. Low Spend,Hell's Kitchen,Bakery,Almond Croissant
2023-06-16,Fri,Jun,16,Weekday,01. Morning,2,1,1,9.5,01. Low Spend,Lower Manhattan,Drinking Chocolate,Sustainably Grown Organic Lg
2023-06-16,Fri,Jun,16,Weekday,01. Morning,5,1,1,16.25,01. Low Spend,Astoria,Bakery,Cranberry Scone
2023-06-16,Fri,Jun,16,Weekday,01. Morning,4,1,1,12.4,01. Low Spend,Lower Manhattan,Tea,Spicy Eye Opener Chai Lg
2023-06-16,Fri,Jun,16,Weekday,01. Morning,1,1,1,22.5,01. Low Spend,Astoria,Coffee beans,Organic Decaf Blend
2023-06-16,Fri,Jun,16,Weekday,01. Morning,5,1,1,22.5,01. Low Spend,Astoria,Tea,Earl Grey Rg
2023-06-16,Fri,Jun,16,Weekday,01. Morning,2,1,1,17.9,01. Low Spend,Hell's Kitchen,Loose Tea,Traditional Blend Chai
2023-06-16,Fri,Jun,16,Weekday,01. Morning,2,1,1,36,01. Low Spend,Hell's Kitchen,Coffee beans,Our Old Time Diner Blend
2023-06-16,Fri,Jun,16,Weekday,01. Morning,3,1,1,14,01. Low Spend,Lower Manhattan,Coffee,Ethiopia Lg
2023-06-16,Fri,Jun,16,Weekday,01. Morning,2,1,1,7,01. Low Spend,Astoria,Bakery,Croissant
2023-06-16,Fri,Jun,16,Weekday,01. Morning,3,1,1,15,01. Low Spend,Lower Manhattan,Tea,English Breakfast Lg
2023-06-16,Fri,Jun,16,Weekday,01. Morning,3,1,1,17,01. Low Spend,Lower Manhattan,Coffee,Latte Rg
2023-06-16,Fri,Jun,16,Weekday,01. Morning,1,1,1,3.75,01. Low Spend,Lower Manhattan,Bakery,Almond Croissant
2023-06-16,Fri,Jun,16,Weekday,01. Morning,1,1,1,3,01. Low Spend,Lower Manhattan,Tea,Lemon Grass Lg
2023-06-16,Fri,Jun,16,Weekday,01. Morning,1,1,1,45,01. Low Spend,Hell's Kitchen,Coffee beans,Civet Cat
2023-06-16,Fri,Jun,16,Weekday,01. Morning,3,1,1,4,01. Low Spend,Lower Manhattan,Flavours,Sugar Free Vanilla syrup
2023-06-16,Fri,Jun,16,Weekday,01. Morning,1,1,1,9.25,01. Low Spend,Lower Manhattan,Loose Tea,Serenity Green Tea
2023-06-16,Fri,Jun,16,Weekday,01. Morning,1,1,1,45,01. Low Spend,Lower Manhattan,Coffee beans,Civet Cat
2023-06-16,Fri,Jun,16,Weekday,01. Morning,1,1,1,20.45,01. Low Spend,Hell's Kitchen,Coffee beans,Primo Espresso Roast
2023-06-16,Fri,Jun,16,Weekday,01. Morning,1,1,1,15,01. Low Spend,Astoria,Coffee beans,Columbian Medium Roast
2023-06-16,Fri,Jun,16,Weekday,01. Morning,1,1,1,18,01. Low Spend,Astoria,Coffee beans,Brazilian - Organic
2023-06-16,Fri,Jun,16,Weekday,01. Morning,1,1,1,3.75,01. Low Spend,Hell's Kitchen,Coffee,Jamaican Coffee River Lg
2023-06-16,Fri,Jun,16,Weekday,01. Morning,1,1,1,2.5,01. Low Spend,Astoria,Coffee,Columbian Medium Roast Rg
2023-06-16,Fri,Jun,16,Weekday,01. Morning,1,1,1,3,01. Low Spend,Hell's Kitchen,Tea,Peppermint Lg
2023-06-16,Fri,Jun,16,Weekday,01. Morning,1,1,1,14,01. Low Spend,Astoria,Branded,I Need My Bean! Latte cup
2023-06-16,Fri,Jun,16,Weekday,01. Morning,1,1,1,8.95,01. Low Spend,Hell's Kitchen,Loose Tea,Lemon Grass
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,2,1,1,11.25,01. Low Spend,Lower Manhattan,Coffee,Cappuccino
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,6,1,1,6.3999999999999995,01. Low Spend,Lower Manhattan,Flavours,Sugar Free Vanilla syrup
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,5,1,1,18.75,01. Low Spend,Lower Manhattan,Coffee,Jamaican Coffee River Lg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,1,1,1,3.5,01. Low Spend,Lower Manhattan,Bakery,Ginger Biscotti
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,6,1,1,20,01. Low Spend,Astoria,Tea,Lemon Grass Rg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,5,1,1,31.5,01. Low Spend,Astoria,Coffee,Brazilian Lg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,2,1,1,5,01. Low Spend,Lower Manhattan,Tea,Serenity Green Tea Rg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,1,1,1,2.5,01. Low Spend,Hell's Kitchen,Tea,Traditional Blend Chai Rg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,3,1,1,7.3500000000000005,01. Low Spend,Lower Manhattan,Coffee,Jamaican Coffee River Sm
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,5,1,1,15,01. Low Spend,Lower Manhattan,Coffee,Ouro Brasileiro shot
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,2,1,1,14.25,01. Low Spend,Hell's Kitchen,Drinking Chocolate,Sustainably Grown Organic Lg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,5,1,1,21,01. Low Spend,Lower Manhattan,Tea,Traditional Blend Chai Lg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,4,1,1,12,01. Low Spend,Lower Manhattan,Tea,Lemon Grass Lg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,2,1,1,6.5,01. Low Spend,Lower Manhattan,Bakery,Hazelnut Biscotti
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,2,1,1,4,01. Low Spend,Lower Manhattan,Coffee,Columbian Medium Roast Sm
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,1,1,1,8.5,01. Low Spend,Astoria,Coffee,Latte Rg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,3,1,1,3.2,01. Low Spend,Astoria,Flavours,Hazelnut syrup
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,1,1,1,5,01. Low Spend,Hell's Kitchen,Coffee,Columbian Medium Roast Rg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,2,1,1,7.5,01. Low Spend,Hell's Kitchen,Bakery,Almond Croissant
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,2,1,1,12.75,01. Low Spend,Lower Manhattan,Coffee,Latte Rg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,2,1,1,3.2,01. Low Spend,Lower Manhattan,Flavours,Hazelnut syrup
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,2,1,1,9,01. Low Spend,Lower Manhattan,Bakery,Scottish Cream Scone 
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,2,1,1,12,01. Low Spend,Astoria,Tea,Traditional Blend Chai Lg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,1,1,1,9.5,01. Low Spend,Astoria,Loose Tea,Morning Sunrise Chai
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,1,1,1,6,01. Low Spend,Hell's Kitchen,Tea,Traditional Blend Chai Lg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,4,1,1,18,01. Low Spend,Hell's Kitchen,Coffee,Brazilian Rg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,2,1,1,9.3,01. Low Spend,Hell's Kitchen,Coffee,Jamaican Coffee River Rg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,4,1,1,18.75,01. Low Spend,Lower Manhattan,Coffee,Latte
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,3,1,1,4,01. Low Spend,Lower Manhattan,Flavours,Carmel syrup
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,1,1,1,2.5,01. Low Spend,Lower Manhattan,Coffee,Our Old Time Diner Blend Rg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,2,1,1,9,01. Low Spend,Lower Manhattan,Coffee,Espresso shot
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,1,1,1,3.5,01. Low Spend,Hell's Kitchen,Bakery,Ginger Biscotti
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,3,1,1,8,01. Low Spend,Astoria,Coffee,Columbian Medium Roast Sm
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,2,1,1,28,01. Low Spend,Astoria,Branded,I Need My Bean! Latte cup
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,3,1,1,12.4,01. Low Spend,Lower Manhattan,Coffee,Jamaican Coffee River Rg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,2,1,1,11.25,01. Low Spend,Astoria,Coffee,Latte
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,8,1,1,33,01. Low Spend,Lower Manhattan,Coffee,Brazilian Rg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,3,1,1,10.5,01. Low Spend,Lower Manhattan,Bakery,Croissant
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,2,1,1,11.25,01. Low Spend,Hell's Kitchen,Coffee,Latte
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,5,1,1,12,01. Low Spend,Astoria,Coffee,Our Old Time Diner Blend Sm
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,1,1,1,4.9,01. Low Spend,Astoria,Coffee,Jamaican Coffee River Sm
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,3,1,1,18,01. Low Spend,Hell's Kitchen,Coffee,Our Old Time Diner Blend Lg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,2,1,1,5,01. Low Spend,Hell's Kitchen,Tea,Peppermint Rg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,5,1,1,22.5,01. Low Spend,Lower Manhattan,Drinking Chocolate,Sustainably Grown Organic Rg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,3,1,1,6.6000000000000005,01. Low Spend,Lower Manhattan,Coffee,Ethiopia Sm
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,1,1,1,3.5,01. Low Spend,Lower Manhattan,Coffee,Brazilian Lg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,1,1,1,3,01. Low Spend,Hell's Kitchen,Tea,Serenity Green Tea Lg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,2,1,1,12.4,01. Low Spend,Lower Manhattan,Tea,Spicy Eye Opener Chai Lg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,3,1,1,15,01. Low Spend,Hell's Kitchen,Tea,Earl Grey Lg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,4,1,1,22.5,01. Low Spend,Astoria,Coffee,Cappuccino
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,2,1,1,3.2,01. Low Spend,Astoria,Flavours,Carmel syrup
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,6,1,1,31.5,01. Low Spend,Lower Manhattan,Drinking Chocolate,Dark chocolate Lg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,1,1,1,15,01. Low Spend,Lower Manhattan,Coffee beans,Columbian Medium Roast
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,5,1,1,28,01. Low Spend,Astoria,Tea,Morning Sunrise Chai Lg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,4,1,1,15,01. Low Spend,Lower Manhattan,Tea,English Breakfast Rg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,1,1,1,6,01. Low Spend,Astoria,Coffee,Ethiopia Rg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,4,1,1,18,01. Low Spend,Hell's Kitchen,Coffee,Ethiopia Rg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,1,1,1,7,01. Low Spend,Hell's Kitchen,Coffee,Ethiopia Lg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,3,1,1,12,01. Low Spend,Hell's Kitchen,Tea,English Breakfast Lg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,1,1,1,3,01. Low Spend,Hell's Kitchen,Tea,Peppermint Lg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,1,1,1,4.4,01. Low Spend,Hell's Kitchen,Coffee,Ethiopia Sm
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,2,1,1,12,01. Low Spend,Lower Manhattan,Coffee,Columbian Medium Roast Lg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,2,1,1,12,01. Low Spend,Astoria,Tea,Peppermint Lg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,1,1,1,3.25,01. Low Spend,Astoria,Bakery,Ginger Scone
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,2,1,1,5,01. Low Spend,Hell's Kitchen,Coffee,Our Old Time Diner Blend Rg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,3,1,1,10.5,01. Low Spend,Hell's Kitchen,Bakery,Croissant
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,5,1,1,24.5,01. Low Spend,Astoria,Coffee,Ethiopia Lg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,2,1,1,7.5,01. Low Spend,Astoria,Bakery,Almond Croissant
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,4,1,1,15,01. Low Spend,Astoria,Bakery,Chocolate Croissant
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,4,1,1,15,01. Low Spend,Hell's Kitchen,Tea,Earl Grey Rg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,1,1,1,2,01. Low Spend,Hell's Kitchen,Coffee,Columbian Medium Roast Sm
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,1,1,1,6,01. Low Spend,Hell's Kitchen,Coffee,Espresso shot
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,2,1,1,1.6,01. Low Spend,Hell's Kitchen,Flavours,Hazelnut syrup
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,2,1,1,5,01. Low Spend,Lower Manhattan,Tea,Morning Sunrise Chai Rg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,1,1,1,3.75,01. Low Spend,Lower Manhattan,Bakery,Chocolate Croissant
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,2,1,1,9,01. Low Spend,Hell's Kitchen,Drinking Chocolate,Dark chocolate Lg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,1,1,1,5,01. Low Spend,Astoria,Tea,Traditional Blend Chai Rg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,4,1,1,15,01. Low Spend,Astoria,Tea,Earl Grey Lg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,1,1,1,7.6,01. Low Spend,Astoria,Packaged Chocolate,Sustainably Grown Organic
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,2,1,1,7,01. Low Spend,Lower Manhattan,Bakery,Chocolate Chip Biscotti
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,1,1,1,7.6,01. Low Spend,Lower Manhattan,Packaged Chocolate,Sustainably Grown Organic
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,2,1,1,10,01. Low Spend,Astoria,Tea,Earl Grey Rg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,1,1,1,3,01. Low Spend,Lower Manhattan,Tea,English Breakfast Lg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,4,1,1,10,01. Low Spend,Astoria,Coffee,Columbian Medium Roast Rg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,2,1,1,12.75,01. Low Spend,Lower Manhattan,Coffee,Cappuccino Lg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,2,1,1,7.5,01. Low Spend,Hell's Kitchen,Tea,Morning Sunrise Chai Rg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,1,1,1,3.5,01. Low Spend,Astoria,Bakery,Croissant
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,4,1,1,22.5,01. Low Spend,Hell's Kitchen,Drinking Chocolate,Sustainably Grown Organic Rg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,3,1,1,12.75,01. Low Spend,Hell's Kitchen,Coffee,Cappuccino Lg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,1,1,1,3.5,01. Low Spend,Astoria,Drinking Chocolate,Dark chocolate Rg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,1,1,1,3.5,01. Low Spend,Astoria,Bakery,Ginger Biscotti
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,1,1,1,28,01. Low Spend,Astoria,Branded,I Need My Bean! T-shirt
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,3,1,1,10.2,01. Low Spend,Lower Manhattan,Tea,Spicy Eye Opener Chai Rg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,1,1,1,8.95,01. Low Spend,Astoria,Loose Tea,Lemon Grass
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,2,1,1,6,01. Low Spend,Lower Manhattan,Coffee,Our Old Time Diner Blend Sm
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,2,1,1,7.5,01. Low Spend,Lower Manhattan,Bakery,Almond Croissant
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,1,1,1,7.5,01. Low Spend,Hell's Kitchen,Coffee,Cappuccino
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,2,1,1,9,01. Low Spend,Astoria,Coffee,Brazilian Rg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,1,1,1,6,01. Low Spend,Astoria,Coffee,Espresso shot
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,4,1,1,11,01. Low Spend,Lower Manhattan,Coffee,Brazilian Sm
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,1,1,1,0.8,01. Low Spend,Hell's Kitchen,Flavours,Chocolate syrup
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,1,1,1,0.8,01. Low Spend,Lower Manhattan,Flavours,Chocolate syrup
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,2,1,1,7.5,01. Low Spend,Astoria,Tea,English Breakfast Rg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,2,1,1,4.2,01. Low Spend,Hell's Kitchen,Coffee,Ouro Brasileiro shot
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,2,1,1,6.5,01. Low Spend,Hell's Kitchen,Bakery,Ginger Scone
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,2,1,1,12,01. Low Spend,Hell's Kitchen,Tea,Morning Sunrise Chai Lg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,2,1,1,7.5,01. Low Spend,Astoria,Tea,Morning Sunrise Chai Rg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,2,1,1,9,01. Low Spend,Hell's Kitchen,Coffee,Columbian Medium Roast Lg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,4,1,1,18,01. Low Spend,Astoria,Tea,English Breakfast Lg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,1,1,1,14,01. Low Spend,Lower Manhattan,Branded,I Need My Bean! Latte cup
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,1,1,1,3.25,01. Low Spend,Lower Manhattan,Bakery,Ginger Scone
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,2,1,1,9,01. Low Spend,Lower Manhattan,Coffee,Ethiopia Rg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,3,1,1,12.5,01. Low Spend,Lower Manhattan,Tea,Peppermint Rg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,1,1,1,3.25,01. Low Spend,Astoria,Bakery,Cranberry Scone
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,3,1,1,15,01. Low Spend,Astoria,Drinking Chocolate,Sustainably Grown Organic Rg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,3,1,1,14.25,01. Low Spend,Lower Manhattan,Drinking Chocolate,Sustainably Grown Organic Lg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,3,1,1,36,01. Low Spend,Lower Manhattan,Branded,I Need My Bean! Diner mug
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,1,1,1,8.5,01. Low Spend,Astoria,Coffee,Cappuccino Lg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,3,1,1,9,01. Low Spend,Lower Manhattan,Bakery,Oatmeal Scone
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,4,1,1,24,01. Low Spend,Lower Manhattan,Tea,Morning Sunrise Chai Lg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,1,1,1,9,01. Low Spend,Astoria,Drinking Chocolate,Dark chocolate Lg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,2,1,1,9,01. Low Spend,Astoria,Bakery,Scottish Cream Scone 
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,1,1,1,5,01. Low Spend,Lower Manhattan,Tea,Earl Grey Rg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,2,1,1,6.2,01. Low Spend,Astoria,Tea,Spicy Eye Opener Chai Lg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,2,1,1,5,01. Low Spend,Hell's Kitchen,Tea,Serenity Green Tea Rg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,2,1,1,7.5,01. Low Spend,Lower Manhattan,Coffee,Columbian Medium Roast Rg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,3,1,1,12,01. Low Spend,Lower Manhattan,Tea,Peppermint Lg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,1,1,1,15,01. Low Spend,Astoria,Coffee beans,Columbian Medium Roast
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,1,1,1,2.5,01. Low Spend,Astoria,Coffee,Our Old Time Diner Blend Rg
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,1,1,1,4.4,01. Low Spend,Astoria,Coffee,Brazilian Sm
2023-06-16,Fri,Jun,16,Weekday,02. Afternoon,1,1,1,7,01. Low Spend,Lower Manhattan,Drinking Chocolate,Dark chocolate Rg
